game_nr,object,fixed indices,context condition,message
13692,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],3,"[3, 2, 8, 14, 9, 0]"
13692,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],3,"[3, 2, 8, 14, 9, 0]"
13692,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],3,"[3, 2, 8, 14, 9, 0]"
13692,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],3,"[3, 2, 8, 14, 9, 0]"
13692,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],3,"[3, 2, 8, 14, 9, 0]"
17709,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],2,"[3, 2, 8, 14, 9, 0]"
17709,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],2,"[3, 2, 8, 14, 9, 0]"
17709,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],2,"[3, 2, 8, 14, 9, 0]"
17709,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],2,"[3, 2, 8, 14, 9, 0]"
17709,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],2,"[3, 2, 8, 14, 9, 0]"
17709,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],2,"[3, 2, 8, 14, 9, 0]"
17709,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],2,"[3, 2, 8, 14, 9, 0]"
17709,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],2,"[3, 2, 8, 14, 9, 0]"
17709,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],2,"[3, 2, 8, 14, 9, 0]"
17709,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],2,"[3, 2, 8, 14, 9, 0]"
20399,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],0,"[2, 14, 2, 14, 9, 0]"
20399,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],0,"[2, 14, 2, 14, 9, 0]"
20399,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],0,"[2, 14, 2, 14, 9, 0]"
20399,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],0,"[2, 14, 2, 14, 9, 0]"
20399,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],0,"[2, 14, 2, 14, 9, 0]"
20399,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],0,"[2, 14, 2, 14, 9, 0]"
20399,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],0,"[2, 14, 2, 14, 9, 0]"
20399,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],0,"[2, 14, 2, 14, 9, 0]"
20399,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],0,"[2, 14, 2, 14, 9, 0]"
20399,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],0,"[2, 14, 2, 14, 9, 0]"
22772,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],2,"[3, 2, 8, 14, 9, 0]"
22772,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],2,"[3, 2, 8, 14, 9, 0]"
22772,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],2,"[3, 2, 8, 14, 9, 0]"
22772,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],2,"[3, 2, 8, 14, 9, 0]"
22772,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],2,"[3, 2, 8, 14, 9, 0]"
22772,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],2,"[3, 2, 8, 14, 9, 0]"
22772,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],2,"[3, 2, 8, 14, 9, 0]"
22772,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],2,"[3, 2, 8, 14, 9, 0]"
22772,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],2,"[3, 2, 8, 14, 9, 0]"
22772,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],2,"[3, 2, 8, 14, 9, 0]"
23339,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],4,"[3, 2, 8, 14, 9, 0]"
23339,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],4,"[3, 2, 8, 14, 9, 0]"
23339,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],4,"[3, 2, 8, 14, 9, 0]"
23339,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],4,"[3, 2, 8, 14, 9, 0]"
23339,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],4,"[3, 2, 8, 14, 9, 0]"
23339,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],4,"[3, 2, 8, 14, 9, 0]"
23339,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],4,"[3, 2, 8, 14, 9, 0]"
23339,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],4,"[3, 2, 8, 14, 9, 0]"
23339,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],4,"[3, 2, 8, 14, 9, 0]"
23339,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],4,"[3, 2, 8, 14, 9, 0]"
30779,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],4,"[3, 2, 8, 14, 9, 0]"
30779,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],4,"[3, 2, 8, 14, 9, 0]"
30779,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],4,"[3, 2, 8, 14, 9, 0]"
30779,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],4,"[3, 2, 8, 14, 9, 0]"
30779,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],4,"[3, 2, 8, 14, 9, 0]"
30779,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],4,"[3, 2, 8, 14, 9, 0]"
30779,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],4,"[3, 2, 8, 14, 9, 0]"
30779,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],4,"[3, 2, 8, 14, 9, 0]"
30779,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],4,"[3, 2, 8, 14, 9, 0]"
30779,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],4,"[3, 2, 8, 14, 9, 0]"
31136,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],3,"[3, 2, 8, 14, 9, 0]"
31136,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],3,"[3, 2, 8, 14, 9, 0]"
31136,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],3,"[3, 2, 8, 14, 9, 0]"
31136,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],3,"[3, 2, 8, 14, 9, 0]"
31136,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],3,"[3, 2, 8, 14, 9, 0]"
31136,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],3,"[3, 2, 8, 14, 9, 0]"
31136,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],3,"[3, 2, 8, 14, 9, 0]"
31136,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],3,"[3, 2, 8, 14, 9, 0]"
31136,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],3,"[3, 2, 8, 14, 9, 0]"
31136,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],3,"[3, 2, 8, 14, 9, 0]"
31220,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],1,"[3, 2, 14, 14, 9, 0]"
31220,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],1,"[3, 2, 14, 14, 9, 0]"
31220,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],1,"[3, 2, 14, 14, 9, 0]"
31220,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],1,"[3, 2, 14, 14, 9, 0]"
31220,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],1,"[3, 2, 14, 14, 9, 0]"
31220,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],1,"[3, 2, 14, 14, 9, 0]"
31220,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],1,"[3, 2, 14, 14, 9, 0]"
31220,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],1,"[3, 2, 14, 14, 9, 0]"
31220,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],1,"[3, 2, 14, 14, 9, 0]"
31220,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],1,"[3, 2, 14, 14, 9, 0]"
31584,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],2,"[3, 2, 8, 14, 9, 0]"
31584,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],2,"[3, 2, 8, 14, 9, 0]"
31584,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],2,"[3, 2, 8, 14, 9, 0]"
31584,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],2,"[3, 2, 8, 14, 9, 0]"
31584,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],2,"[3, 2, 8, 14, 9, 0]"
31584,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],2,"[3, 2, 8, 14, 9, 0]"
31584,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],2,"[3, 2, 8, 14, 9, 0]"
31584,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],2,"[3, 2, 8, 14, 9, 0]"
31584,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],2,"[3, 2, 8, 14, 9, 0]"
31584,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],2,"[3, 2, 8, 14, 9, 0]"
34179,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],3,"[3, 2, 8, 14, 9, 0]"
34179,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],3,"[3, 2, 8, 14, 9, 0]"
34179,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],3,"[3, 2, 8, 14, 9, 0]"
34179,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],3,"[3, 2, 8, 14, 9, 0]"
34179,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],3,"[3, 2, 8, 14, 9, 0]"
34179,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],3,"[3, 2, 8, 14, 9, 0]"
34179,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],3,"[3, 2, 8, 14, 9, 0]"
34179,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],3,"[3, 2, 8, 14, 9, 0]"
34179,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],3,"[3, 2, 8, 14, 9, 0]"
34179,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],3,"[3, 2, 8, 14, 9, 0]"
36044,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],2,"[3, 2, 8, 14, 9, 0]"
36044,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],2,"[3, 2, 8, 14, 9, 0]"
36044,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],2,"[3, 2, 8, 14, 9, 0]"
36044,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],2,"[3, 2, 8, 14, 9, 0]"
36044,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],2,"[3, 2, 8, 14, 9, 0]"
36044,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],2,"[3, 2, 8, 14, 9, 0]"
36044,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],2,"[3, 2, 8, 14, 9, 0]"
36044,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],2,"[3, 2, 8, 14, 9, 0]"
36044,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],2,"[3, 2, 8, 14, 9, 0]"
36044,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],2,"[3, 2, 8, 14, 9, 0]"
36621,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],4,"[3, 2, 8, 14, 9, 0]"
36621,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],4,"[3, 2, 8, 14, 9, 0]"
36621,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],4,"[3, 2, 8, 14, 9, 0]"
36621,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],4,"[3, 2, 8, 14, 9, 0]"
36621,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],4,"[3, 2, 8, 14, 9, 0]"
36621,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],4,"[3, 2, 8, 14, 9, 0]"
36621,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],4,"[3, 2, 8, 14, 9, 0]"
36621,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],4,"[3, 2, 8, 14, 9, 0]"
36621,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],4,"[3, 2, 8, 14, 9, 0]"
36621,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],4,"[3, 2, 8, 14, 9, 0]"
37980,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],1,"[2, 14, 7, 14, 9, 0]"
37980,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],1,"[2, 14, 7, 14, 9, 0]"
37980,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],1,"[2, 14, 7, 14, 9, 0]"
37980,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],1,"[2, 14, 7, 14, 9, 0]"
37980,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],1,"[2, 14, 7, 14, 9, 0]"
37980,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],1,"[2, 14, 7, 14, 9, 0]"
37980,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],1,"[2, 14, 7, 14, 9, 0]"
37980,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],1,"[2, 14, 7, 14, 9, 0]"
37980,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],1,"[2, 14, 7, 14, 9, 0]"
37980,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],1,"[2, 14, 7, 14, 9, 0]"
41132,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],0,"[2, 14, 7, 14, 9, 0]"
41132,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],0,"[2, 14, 7, 14, 9, 0]"
41132,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],0,"[2, 14, 7, 14, 9, 0]"
41132,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],0,"[2, 14, 7, 14, 9, 0]"
41132,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],0,"[2, 14, 7, 14, 9, 0]"
41132,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],0,"[2, 14, 7, 14, 9, 0]"
41132,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],0,"[2, 14, 7, 14, 9, 0]"
41132,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],0,"[2, 14, 7, 14, 9, 0]"
41132,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],0,"[2, 14, 7, 14, 9, 0]"
41132,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],0,"[2, 14, 7, 14, 9, 0]"
